Gene stable ID,Gene start (bp),Gene end (bp),Gene name
ENSG00000132356,40759379,40798374,PRKAA1
ENSG00000145888,151822513,151924842,GLRA1
ENSG00000169131,178711512,178730659,ZNF354A
ENSG00000285891,178694605,178697695,AC113348.1
ENSG00000285978,178694605,178729335,AC113348.2
ENSG00000050748,180233143,180292099,MAPK9
ENSG00000146066,176388751,176389761,HIGD2A
ENSG00000175414,176365487,176401865,ARL10
ENSG00000168621,37812677,37840041,GDNF
ENSG00000175416,176392455,176416569,CLTB
ENSG00000145687,81413021,81751797,SSBP2
ENSG00000237190,134402065,134411881,CDKN2AIPNL
ENSG00000038382,14143342,14532128,TRIO
ENSG00000048162,176383938,176388975,NOP16
ENSG00000134058,69234795,69277430,CDK7
ENSG00000273217,131425891,131796983,AC008695.1
ENSG00000158987,131423921,131635236,RAPGEF6
ENSG00000132911,152391532,152433368,NMUR2
ENSG00000145592,40825262,40835222,RPL37
ENSG00000132357,40841308,40860175,CARD6
ENSG00000164611,160421855,160428739,PTTG1
ENSG00000113273,78777209,78986087,ARSB
ENSG00000175745,93583222,93594611,NR2F1
ENSG00000043143,134524312,134583230,JADE2
ENSG00000217128,131641714,131797063,FNIP1
ENSG00000112494,167271169,167316014,UNC93A
ENSG00000096433,33620365,33696574,ITPR3
ENSG00000137288,33694293,33711727,UQCC2
ENSG00000203690,167357031,167384510,TCP10
ENSG00000120440,167325071,167359503,TTLL2
ENSG00000118492,146598967,146815462,ADGB
ENSG00000277443,113857345,113863475,MARCKS
ENSG00000171408,135851701,136195574,PDE7B
ENSG00000146410,136231024,136250335,MTFR2
ENSG00000164506,147204425,147390476,STXBP5
ENSG00000137193,37170152,37175428,PIM1
ENSG00000203727,147508690,147737547,SAMD5
ENSG00000111961,148272304,148552048,SASH1
ENSG00000286105,37212181,37257637,AL353579.1
ENSG00000065491,37257772,37332970,TBC1D22B
ENSG00000172738,37212178,37258155,TMEM217
ENSG00000111962,148747030,149076990,UST
ENSG00000112130,37353979,37394734,RNF8
ENSG00000055208,149218641,149411613,TAB2
ENSG00000177688,149400227,149401292,SUMO4
ENSG00000181577,44000580,44007612,C6orf223
ENSG00000137216,44126914,44155519,TMEM63B
ENSG00000180992,44113451,44127452,MRPL14
ENSG00000137200,37433219,37482827,CMTR1
ENSG00000137225,44158811,44184401,CAPN11
ENSG00000262179,44216939,44218236,MYMX
ENSG00000198937,37482938,37499893,CCDC167
ENSG00000112139,37630679,37699306,MDGA1
ENSG00000156639,37819727,38154624,ZFAND3
ENSG00000120436,167156271,167158329,GPR31
ENSG00000166984,167146414,167196913,TCP10L2
ENSG00000146192,37005646,37029069,FGD2
ENSG00000112715,43770184,43786487,VEGFA
ENSG00000169976,144094881,144095573,SF3B5
ENSG00000135604,144150526,144188370,STX11
ENSG00000112182,89926528,90296908,BACH2
ENSG00000204536,31142439,31158238,CCHCR1
ENSG00000112578,41921499,41933046,BYSL
ENSG00000083123,80106647,80346270,BCKDHB
ENSG00000124574,43427366,43450427,ABCC10
ENSG00000171462,43450352,43456632,DLK2
ENSG00000203778,112087591,112102790,FAM229B
ENSG00000112761,112054072,112070969,CCN6
ENSG00000074935,112070663,112087529,TUBE1
ENSG00000030110,33572547,33580293,BAK1
ENSG00000137261,24544104,24646191,KIAA0319
ENSG00000112773,81491439,81752774,TENT5A
ENSG00000112425,145382535,145736023,EPM2A
ENSG00000065833,83210402,83431051,ME1
ENSG00000112576,41934933,42050357,CCND3
ENSG00000111802,24649979,24666930,TDP2
ENSG00000146250,83512534,83525704,PRSS35
ENSG00000137221,43477523,43506556,TJAP1
ENSG00000112308,24704861,24719998,C6orf62
ENSG00000112304,24667035,24705065,ACOT13
ENSG00000235272,166585604,166587594,RAMACL
ENSG00000026297,166929504,166957191,RNASET2
ENSG00000249141,166858094,166956124,AL159163.1
ENSG00000071242,166409364,166906451,RPS6KA2
ENSG00000118496,145793502,145814795,FBXO30
ENSG00000146414,145864245,145964423,SHPRH
ENSG00000170734,43576150,43615660,POLH
ENSG00000137413,42050513,42087461,TAF8
ENSG00000112312,24774931,24786099,GMNN
ENSG00000172432,43605316,43629264,GTPBP2
ENSG00000188112,42101119,42142620,C6orf132
ENSG00000111913,24804282,25042170,RIPOR2
ENSG00000048545,42155406,42180049,GUCA1A
ENSG00000214732,42155426,42163439,AL096814.1
ENSG00000287363,42155406,42180056,AL096814.2
ENSG00000112599,42183284,42194956,GUCA1B
ENSG00000005700,82169986,82247754,IBTK
ENSG00000048544,42206807,42217861,MRPS10
ENSG00000282804,24797373,24809798,AL512428.1
ENSG00000260286,24797321,24798889,ARMH2
ENSG00000137310,31158547,31167159,TCF19
ENSG00000204531,31164337,31180731,POU5F1
ENSG00000124496,42224931,42452051,TRERF1
ENSG00000124688,43629540,43640952,MAD2L1BP
ENSG00000172426,43645036,43672600,RSPH9
ENSG00000096080,43671303,43687791,MRPS18A
ENSG00000198670,160531483,160664259,LPA
ENSG00000122194,160702238,160753315,PLG
ENSG00000213066,166999317,167094789,FGFR1OP
ENSG00000085511,160991727,161117385,MAP3K4
ENSG00000112486,167111807,167139696,CCR6
ENSG00000024048,42564062,42693504,UBR2
ENSG00000244255,31927698,31952048,AL645922.1
ENSG00000204366,31899607,31901992,ZBTB12
ENSG00000243649,31945650,31952084,CFB
ENSG00000135541,135283532,135497765,AHI1
ENSG00000166278,31897785,31945672,C2
ENSG00000152822,146027646,146437601,GRM1
ENSG00000112619,42696598,42722597,PRPH2
ENSG00000112769,112108757,112254939,LAMA4
ENSG00000124659,42744481,42746096,TBCC
ENSG00000118508,146543833,146554953,RAB32
ENSG00000137409,36968141,36986298,MTCH1
ENSG00000112624,42746958,42868560,BICRAL
ENSG00000281613,112236806,112350094,AL365214.3
ENSG00000251258,112347330,112351294,RFPL4B
ENSG00000079691,25279078,25620530,CARMIL1
ENSG00000135341,90513573,90587072,MAP3K7
ENSG00000124641,41905354,41921139,MED20
ENSG00000008083,15246069,15522042,JARID2
ENSG00000198833,89326625,89352722,UBE2J1
ENSG00000025039,89364636,89412270,RRAGD
ENSG00000112339,134960378,135103056,HBS1L
ENSG00000112309,70856679,70957038,B3GAT2
ENSG00000112305,70667776,70862015,SMAP1
ENSG00000112706,75921114,76072678,IMPG1
ENSG00000111846,10492223,10629368,GCNT2
ENSG00000010818,142751469,142956698,HIVEP2
ENSG00000156564,40391586,40587465,LRFN2
ENSG00000135316,85607785,85643792,SYNCRIP
ENSG00000135317,85505496,85594156,SNX14
ENSG00000124596,41033627,41097787,OARD1
ENSG00000119900,71288811,71309059,OGFRL1
ENSG00000135312,77461753,77463773,HTR1B
ENSG00000124602,41026895,41039221,UNC5CL
ENSG00000269964,77650274,77927028,MEI4
ENSG00000001167,41072945,41099976,NFYA
ENSG00000124701,41053304,41064511,APOBEC2
ENSG00000112212,41042467,41044337,TSPO2
ENSG00000137434,10671418,10694797,C6orf52
ENSG00000047579,15522801,15663058,DTNBP1
ENSG00000271793,85557978,85615234,AL589666.1
ENSG00000146243,78867551,78946440,IRAK1BP1
ENSG00000146247,78934419,79078254,PHIP
ENSG00000204315,32128707,32130288,FKBPL
ENSG00000112110,159789812,159798436,MRPL18
ENSG00000111845,10694972,10709782,PAK1IP1
ENSG00000007944,16129086,16148248,MYLIP
ENSG00000146453,159800249,159820704,PNLDC1
ENSG00000111843,10722915,10731129,TMEM14C
ENSG00000146416,143060496,143340304,AIG1
ENSG00000130368,159906690,159916530,MAS1
ENSG00000124766,21592768,21598619,SOX4
ENSG00000120279,152697895,152724567,MYCT1
ENSG00000189007,143422832,143450695,ADAT2
ENSG00000001036,143494811,143511690,FUCA2
ENSG00000034693,143450805,143490616,PEX3
ENSG00000204396,31765590,31777294,VWA7
ENSG00000156711,36127809,36144524,MAPK13
ENSG00000112514,33416442,33418317,CUTA
ENSG00000137198,16238580,16295549,GMPR
ENSG00000137210,10747759,10852753,TMEM14B
ENSG00000112511,33410399,33416453,PHF1
ENSG00000204394,31777518,31795752,VARS
ENSG00000124827,10873223,10881941,GCM2
ENSG00000111837,10762723,10838555,MAK
ENSG00000096070,36196744,36232790,BRPF3
ENSG00000272162,10747794,10930423,AL024498.2
ENSG00000153157,10886831,10979320,SYCP2L
ENSG00000135299,89433152,89633834,ANKRD6
ENSG00000164418,101181257,102070083,GRIK2
ENSG00000083099,89568144,89638749,LYRM2
ENSG00000124788,16299112,16761491,ATXN1
ENSG00000151914,56457987,56954649,DST
ENSG00000230873,17102258,17131372,STMND1
ENSG00000118418,79201245,79234738,HMGN3
ENSG00000197081,159969099,160113507,IGF2R
ENSG00000204392,31797396,31806966,LSM2
ENSG00000112658,43171269,43181506,SRF
ENSG00000204390,31809619,31815283,HSPA1L
ENSG00000204389,31815464,31817946,HSPA1A
ENSG00000204655,29657002,29672372,MOG
ENSG00000112273,22569493,22571666,HDGFL1
ENSG00000172179,22287244,22302826,PRL
ENSG00000204387,31834608,31839766,SNHG32
ENSG00000204388,31827738,31830254,HSPA1B
ENSG00000135338,79484991,79537458,LCA5
ENSG00000196260,30931353,30955636,SFTA2
ENSG00000168631,30934523,30954221,MUCL3
ENSG00000204052,43506969,43510686,LRRC73
ENSG00000171453,43509702,43562419,POLR1C
ENSG00000204580,30876421,30900156,DDR1
ENSG00000204544,30983718,30989903,MUC21
ENSG00000261272,31010474,31035402,MUC22
ENSG00000146242,82363206,82370828,TPBG
ENSG00000204542,31111223,31112559,C6orf15
ENSG00000112559,41636882,41654246,MDFI
ENSG00000124571,43522334,43576038,XPO5
ENSG00000161911,41149342,41154337,TREML1
ENSG00000137207,43511832,43516985,YIPF3
ENSG00000204539,31115087,31120446,CDSN
ENSG00000204538,31137534,31139066,PSORS1C2
ENSG00000204540,31114750,31140092,PSORS1C1
ENSG00000198478,79631329,79703655,SH3BGRL2
ENSG00000180316,36243203,36312229,PNPLA1
ENSG00000118402,79914814,79947553,ELOVL4
ENSG00000204386,31857659,31862906,NEU1
ENSG00000118420,82892390,83065841,UBE3D
ENSG00000095970,41158506,41163186,TREM2
ENSG00000189325,36315761,36336888,C6orf222
ENSG00000112195,41189749,41201149,TREML2
ENSG00000175003,160121815,160158718,SLC22A1
ENSG00000112078,36442767,36491143,KCTD20
ENSG00000010030,36354091,36387800,ETV7
ENSG00000152954,24126186,24154900,NRSN1
ENSG00000204644,29672392,29681110,ZFP57
ENSG00000179165,36390551,36442854,PXT1
ENSG00000188056,41228324,41238882,TREML4
ENSG00000146038,24171755,24358059,DCDC2
ENSG00000146049,24356903,24358284,KAAG1
ENSG00000112659,43182184,43224587,CUL9
ENSG00000124731,41267926,41286682,TREM1
ENSG00000197977,10980759,11044305,ELOVL2
ENSG00000112499,160171061,160277638,SLC22A2
ENSG00000112561,41683978,41736259,TFEB
ENSG00000083097,83067666,83171350,DOP1A
ENSG00000013375,83161150,83193936,PGM3
ENSG00000224531,11093834,11138733,SMIM13
ENSG00000244476,11102489,11111725,ERVFRD-1
ENSG00000112159,89642498,89819794,MDN1
ENSG00000112079,36493892,36547479,STK38
ENSG00000112081,36594353,36605600,SRSF3
ENSG00000074771,155395370,155455903,NOX3
ENSG00000013392,83193357,83198935,RWDD2A
ENSG00000204371,31879759,31897687,EHMT2
ENSG00000096264,41335608,41350889,NCR2
ENSG00000112667,43225629,43229484,DNPH1
ENSG00000280148,143857318,143938471,AL049844.3
ENSG00000257065,143807092,143844617,AL049844.1
ENSG00000112419,143536845,143831185,PHACTR2
ENSG00000146216,43243481,43288258,TTBK1
ENSG00000137166,41546426,41602384,FOXP4
ENSG00000118491,143864436,143938356,ZC2HC1B
ENSG00000135521,143843338,143863812,LTV1
ENSG00000204385,31863192,31879046,SLC44A4
ENSG00000112293,24424565,24495205,GPLD1
ENSG00000124762,36676460,36687339,CDKN1A
ENSG00000124532,24402908,24426194,MRS2
ENSG00000112294,24494852,24537207,ALDH5A1
ENSG00000096088,41736711,41754109,PGC
ENSG00000255587,36697826,36733184,RAB44
ENSG00000146477,160348378,160452577,SLC22A3
ENSG00000164458,166157656,166168700,TBXT
ENSG00000176381,166305300,166308448,PRR18
ENSG00000112742,80003887,80042527,TTK
ENSG00000111859,11183298,11382348,NEDD9
ENSG00000146215,43299710,43308797,CRIP3
ENSG00000171467,43307134,43369647,ZNF318
ENSG00000137204,43295694,43305538,SLC22A7
ENSG00000197283,33419661,33457541,SYNGAP1
ENSG00000124772,36740775,36839444,CPNE5
ENSG00000198818,166319728,166342576,SFT2D1
ENSG00000213588,33453970,33457544,ZBTB9
ENSG00000278224,41780762,41787372,PRICKLE4
ENSG00000124593,41780349,41790141,AL365205.1
ENSG00000137168,36854827,36874803,PPIL1
ENSG00000198663,36871870,36928964,C6orf89
ENSG00000214736,41787662,41789898,TOMM6
ENSG00000164663,41789896,41895361,USP49
ENSG00000137218,41770176,41786542,FRS3
ENSG00000151917,56955107,57027346,BEND6
ENSG00000010810,111660332,111873452,FYN
ENSG00000060762,166364919,166383013,MPC1
ENSG00000152818,144285701,144853034,UTRN
ENSG00000118495,143940300,144064599,PLAGL1
ENSG00000118412,89829894,89874436,CASP8AP2
ENSG00000135355,89894469,89921760,GJA10
ENSG00000164530,36948263,36964837,PI16
ENSG00000111886,89257208,89315299,GABRR2
ENSG00000135314,73241314,73310365,KHDC1
ENSG00000256980,73223544,73225770,KHDC1L
ENSG00000243501,73209746,73263196,AL365232.1
ENSG00000213719,31730581,31739763,CLIC1
ENSG00000050393,13786557,13814568,MCUR1
ENSG00000213722,31727038,31730617,DDAH2
ENSG00000112378,138088505,138107419,PERP
ENSG00000146278,89080751,89085160,PNRC1
ENSG00000137267,3153666,3157544,TUBB2A
ENSG00000154548,89095959,89118071,SRSF12
ENSG00000112655,43076307,43161719,PTK7
ENSG00000180537,13924446,13980310,RNF182
ENSG00000146281,89146055,89165565,PM20D2
ENSG00000137266,3268962,3457022,SLC22A23
ENSG00000112379,138161939,138344663,ARFGEF3
ENSG00000254440,138215986,138218491,PBOV1
ENSG00000180822,3231403,3303373,PSMG4
ENSG00000262543,138377905,138383075,SMIM28
ENSG00000137285,3224277,3231730,TUBB2B
ENSG00000154079,70566917,70589569,SDHAF4
ENSG00000203909,73353063,73354276,DPPA5
ENSG00000051620,138403531,138422197,HEBP2
ENSG00000203908,73362658,73364171,KHDC3L
ENSG00000135540,138422043,138692571,NHSL1
ENSG00000203907,73368555,73395133,OOEP
ENSG00000164430,73413515,73452297,CGAS
ENSG00000080007,73394828,73417566,DDX43
ENSG00000112149,14117256,14136918,CD83
ENSG00000112249,100508194,100881372,ASCC3
ENSG00000118518,127266610,127288567,RNF146
ENSG00000137203,10393186,10419659,TFAP2A
ENSG00000146276,89177501,89231278,GABRR1
ENSG00000137274,3118374,3153578,BPHL
ENSG00000135334,87674860,87702233,AKIRIN2
ENSG00000152034,99919910,99994247,MCHR2
ENSG00000164627,39329990,39725408,KIF6
ENSG00000196586,75749192,75919537,MYO6
ENSG00000066651,125986479,126203817,TRMT11
ENSG00000118503,137867214,137883312,TNFAIP3
ENSG00000112414,142301854,142446266,ADGRG6
ENSG00000079931,132296055,132401475,MOXD1
ENSG00000079950,132445867,132513198,STX7
ENSG00000237110,132538290,132539336,TAAR9
ENSG00000146385,132552693,132553721,TAAR8
ENSG00000146383,132570322,132571359,TAAR6
ENSG00000135569,132588673,132589686,TAAR5
ENSG00000118434,88047841,88066838,SPACA1
ENSG00000118432,88139864,88166359,CNR1
ENSG00000146378,132617022,132624275,TAAR2
ENSG00000146399,132644984,132646003,TAAR1
ENSG00000146122,39792298,39904877,DAAM2
ENSG00000171217,155264013,155276548,CLDN20
ENSG00000029639,155256134,155314493,TFB1M
ENSG00000124615,39899578,39934551,MOCS1
ENSG00000146426,154832697,155257723,TIAM2
ENSG00000228727,31762996,31764851,SAPCD1
ENSG00000255152,31740020,31764851,MSH5-SAPCD1
ENSG00000112299,132680849,132714055,VNN1
ENSG00000111880,88609897,88963618,RNGTT
ENSG00000137275,3063991,3115187,RIPK1
ENSG00000204410,31739677,31762678,MSH5
ENSG00000203760,126340174,126348875,CENPW
ENSG00000146374,127118671,127199481,RSPO3
ENSG00000112246,100385015,100464929,SIM1
ENSG00000213079,154733325,154834244,SCAF8
ENSG00000213780,30908207,30914106,GTF2H4
ENSG00000204435,31665236,31670343,CSNK2B
ENSG00000224586,28525925,28534952,GPX5
ENSG00000198704,28503296,28528215,GPX6
ENSG00000240053,31670167,31673776,LY6G5B
ENSG00000204438,31661228,31666283,GPANK1
ENSG00000198719,170282206,170306565,DLL1
ENSG00000118507,131135467,131283535,AKAP7
ENSG00000112584,170290703,170407065,FAM120B
ENSG00000204256,32968594,32981505,BRD2
ENSG00000112146,53051991,53100873,FBXO9
ENSG00000205269,11537749,11583524,TMEM170B
ENSG00000112242,20401879,20493714,E2F3
ENSG00000092820,158765741,158819368,EZR
ENSG00000112144,53001279,53061802,ICK
ENSG00000272514,87407972,87464465,CFAP206
ENSG00000164414,87470623,87512336,SLC35A1
ENSG00000242574,32934629,32941028,HLA-DMB
ENSG00000213204,87408012,87511634,AL049697.1
ENSG00000204257,32948613,32969094,HLA-DMA
ENSG00000232040,28570535,28616212,ZBED9
ENSG00000135525,136342281,136550819,MAP7
ENSG00000248993,32937364,32953122,AL645941.2
ENSG00000203877,83853266,83857515,RIPPLY2
ENSG00000124767,38675925,38703145,GLO1
ENSG00000145996,20534457,21232404,CDKAL1
ENSG00000112029,152970519,152983579,FBXO5
ENSG00000111863,11712054,11807046,ADTRP
ENSG00000112031,152987362,153002709,MTRF1L
ENSG00000164691,159034468,159045152,TAGAP
ENSG00000112282,131573966,131628242,MED23
ENSG00000130363,158972871,159000187,RSPH3
ENSG00000079841,71886703,72403143,RIMS1
ENSG00000204713,28903002,28923988,TRIM27
ENSG00000118520,131573144,131584332,ARG1
ENSG00000181472,151364115,151391559,ZBTB2
ENSG00000065615,83859656,83967423,CYB5R4
ENSG00000155906,151404762,151452158,RMND1
ENSG00000164694,159169400,159272108,FNDC1
ENSG00000137331,30743199,30744548,IER3
ENSG00000091844,153004459,153131282,RGS17
ENSG00000146476,151452258,151470101,ARMT1
ENSG00000120262,151494017,151621193,CCDC170
ENSG00000137251,54307859,54390142,TINAG
ENSG00000224389,32014795,32035418,C4B
ENSG00000146285,107702154,107824317,SCML4
ENSG00000135324,84033772,84090881,MRAP2
ENSG00000204592,30489509,30494194,HLA-E
ENSG00000118513,135181308,135219173,MYB
ENSG00000095951,12008762,12164999,HIVEP1
ENSG00000168143,54846771,54945099,FAM83B
ENSG00000137270,53126961,53148841,GCM1
ENSG00000135315,84124241,84227643,CEP162
ENSG00000078401,12290361,12297194,EDN1
ENSG00000137252,55106460,55282620,HCRTR2
ENSG00000204590,30541377,30557174,GNL1
ENSG00000204576,30556886,30563723,PRR3
ENSG00000285441,159679119,159762529,SOD2
ENSG00000120438,159778498,159789703,TCP1
ENSG00000146282,87513938,87589987,RARS2
ENSG00000187871,55327469,55402493,GFRAL
ENSG00000012660,53267398,53349179,ELOVL5
ENSG00000146457,159725585,159756319,WTAP
ENSG00000025796,107867756,107958208,SEC63
ENSG00000135547,125747664,125761269,HEY2
ENSG00000112096,159669069,159745186,SOD2
ENSG00000120437,159760328,159779055,ACAT2
ENSG00000112137,12716805,13290484,PHACTR1
ENSG00000231852,32038327,32041644,CYP21A2
ENSG00000145979,13266542,13328583,TBC1D7
ENSG00000204444,31652416,31658210,APOM
ENSG00000204463,31639028,31652705,BAG6
ENSG00000213676,32115264,32128253,ATF6B
ENSG00000204428,31676684,31684040,LY6G5C
ENSG00000168477,32041153,32115334,TNXB
ENSG00000124721,38715341,39030529,DNAH8
ENSG00000112837,84687351,84764598,TBX18
ENSG00000197442,136557046,136792477,MAP3K5
ENSG00000081087,108041409,108165854,OSTM1
ENSG00000146151,55434369,55579214,HMGCLL1
ENSG00000074706,154154496,154356792,IPCEF1
ENSG00000112038,154010496,154246867,OPRM1
ENSG00000112175,55753653,55875590,BMP5
ENSG00000197935,28994785,29005316,ZNF311
ENSG00000112333,108166058,108188809,NR2E1
ENSG00000204704,29044213,29045240,OR2W1
ENSG00000204703,29086208,29087313,OR2B3
ENSG00000204702,29099657,29102701,OR2J1
ENSG00000112280,70215061,70303083,COL9A1
ENSG00000204701,29108059,29114770,OR2J3
ENSG00000124570,2948159,2972165,SERPINB6
ENSG00000204700,29170907,29175811,OR2J2
ENSG00000112335,108211222,108261246,SNX3
ENSG00000001084,53497341,53616970,GCLC
ENSG00000204695,29301701,29313017,OR14J1
ENSG00000244355,31715356,31717804,LY6G6D
ENSG00000204424,31706885,31710595,LY6G6F
ENSG00000204694,29425504,29457071,OR11A1
ENSG00000250641,31706904,31717918,LY6G6F-LY6G6D
ENSG00000280236,29395631,29398008,OR12D2
ENSG00000204422,31686962,31714072,AL662899.1
ENSG00000206474,29439306,29440977,OR10C1
ENSG00000204427,31686955,31703356,ABHD16A
ENSG00000243729,29353749,29431967,OR5V1
ENSG00000112462,29373423,29375291,OR12D3
ENSG00000135577,142058330,142088799,NMBR
ENSG00000180658,131699644,131701401,OR2A4
ENSG00000236761,131708684,131711017,CTAGE9
ENSG00000154269,131628442,131747418,ENPP3
ENSG00000255552,31711771,31714065,LY6G6E
ENSG00000112357,136822564,136913934,PEX7
ENSG00000135537,108294894,108526796,AFG1L
ENSG00000182747,136922301,136925660,SLC35D3
ENSG00000203733,142133090,142135151,GJE1
ENSG00000016402,136999971,137045180,IL20RA
ENSG00000118689,108559835,108684774,FOXO3
ENSG00000164485,137143820,137173648,IL22RA2
ENSG00000112164,39048781,39091303,GLP1R
ENSG00000112167,39104063,39115186,SAYSD1
ENSG00000204688,29457181,29464328,OR2H1
ENSG00000118690,108848416,108974476,ARMC2
ENSG00000009844,142147162,142224685,VTA1
ENSG00000204687,29486697,29487956,MAS1L
ENSG00000213886,29555515,29559925,UBD
ENSG00000204657,29585121,29590500,OR2H2
ENSG00000237988,29550407,29557721,OR2I1P
ENSG00000204681,29555629,29633976,GABBR1
ENSG00000082269,70412941,70561174,FAM135A
ENSG00000124749,56056590,56394094,COL21A1
ENSG00000197594,131808016,131895155,ENPP1
ENSG00000118523,131948176,131951372,CCN2
ENSG00000164626,39188971,39229475,KCNK5
ENSG00000027697,137197484,137219449,IFNGR1
ENSG00000135318,85449584,85495791,NT5E
ENSG00000124780,39299001,39314461,KCNK17
ENSG00000145990,13357830,13487662,GFOD1
ENSG00000185760,72621792,73198851,KCNQ5
ENSG00000124523,13574529,13615158,SIRT5
ENSG00000095981,39314698,39322968,KCNK16
ENSG00000112238,99606730,99615578,PRDM13
ENSG00000135336,87590067,87667453,ORC3
ENSG00000118514,134917393,134950115,ALDH8A1
ENSG00000124588,2987987,3028869,NQO2
ENSG00000111912,125781161,125932034,NCOA7
ENSG00000124743,53647916,53665756,KLHL31
ENSG00000177468,137492202,137494250,OLIG3
ENSG00000137269,53794497,53924125,LRRC1
ENSG00000153721,154387515,154510685,CNKSR3
ENSG00000137411,30908242,30926459,VARS2
ENSG00000204420,31718594,31726714,MPIG6B
ENSG00000111911,125956770,125980244,HINT3
ENSG00000204421,31718648,31721746,LY6G6C
ENSG00000225921,13615335,13632739,NOL7
ENSG00000010017,13621498,13711835,RANBP9
ENSG00000263020,31666102,31673546,AL662899.2
ENSG00000132423,99369401,99394195,COQ3
ENSG00000172201,19837370,19842197,ID4
ENSG00000174156,52896639,52909698,GSTA3
ENSG00000172348,46220736,46491972,RCAN2
ENSG00000146433,158536436,158635428,TMEM181
ENSG00000219607,5084581,5089487,PPP1R3G
ENSG00000146425,158636474,158644743,DYNLT1
ENSG00000146233,46549580,46652830,CYP39A1
ENSG00000145949,2663629,2750966,MYLK4
ENSG00000214113,5102593,5260939,LYRM4
ENSG00000196230,30720352,30725426,TUBB
ENSG00000164674,158650014,158764876,SYTL3
ENSG00000272398,106969831,106975627,CD24
ENSG00000130349,107028199,107051586,C6orf203
ENSG00000132424,99398050,99425331,PNISR
ENSG00000120254,150865549,151101887,MTHFD1L
ENSG00000111850,87322583,87399749,SMIM8
ENSG00000123552,99432379,99521728,USP45
ENSG00000164411,87282978,87329278,GJB7
ENSG00000203872,87344813,87365463,C6orf163
ENSG00000178409,107065182,107115269,BEND3
ENSG00000112237,99542387,99568825,CCNC
ENSG00000146147,53929982,54266280,MLIP
ENSG00000112367,109691312,109825428,FIG4
ENSG00000145982,5261044,5829192,FARS2
ENSG00000137185,28224886,28233482,ZSCAN9
ENSG00000235109,28324693,28356271,ZSCAN31
ENSG00000189298,28349947,28369172,ZKSCAN3
ENSG00000146376,129576132,129710177,ARHGAP18
ENSG00000237649,33391823,33409896,KIFC1
ENSG00000279170,99520693,99589899,TSTD3
ENSG00000146360,109978256,109980718,GPR6
ENSG00000164494,107152562,107459564,PDSS2
ENSG00000124535,2765414,2786952,WRNIP1
ENSG00000111877,118813442,118935162,MCM9
ENSG00000187626,28241697,28252269,ZKSCAN4
ENSG00000137312,30727709,30742732,FLOT1
ENSG00000111885,119177205,119349761,MAN1A1
ENSG00000111875,118894152,118909171,ASF1A
ENSG00000111879,118959763,119149387,FAM184A
ENSG00000112290,110099819,110180004,WASF1
ENSG00000189134,28259320,28260958,NKAPL
ENSG00000172197,20102145,20212399,MBOAT1
ENSG00000021355,2832332,2841959,SERPINB1
ENSG00000203756,129831244,129861547,TMEM244
ENSG00000112062,36027677,36111236,MAPK14
ENSG00000197062,28267010,28278224,ZSCAN26
ENSG00000158691,28378955,28399734,ZSCAN12
ENSG00000276302,28267121,28281580,AL021997.3
ENSG00000137338,28281572,28302549,PGBD1
ENSG00000187987,28431930,28443502,ZSCAN23
ENSG00000082293,69866556,70212468,COL19A1
ENSG00000112320,107490106,107661306,SOBP
ENSG00000131016,151239967,151358559,AKAP12
ENSG00000168216,69672757,69867236,LMBRD1
ENSG00000170542,2887270,2903309,SERPINB9
ENSG00000204439,31658298,31660772,C6orf47
ENSG00000170899,52977948,52995304,GSTA4
ENSG00000112701,75601509,75718281,SENP6
ENSG00000146469,152750797,152759765,VIP
ENSG00000183826,38168451,38640148,BTBD9
ENSG00000124785,5997999,6007605,NRN1
ENSG00000244067,52750087,52763475,GSTA2
ENSG00000065609,83552880,83709691,SNAP91
ENSG00000130348,106629578,106668417,QRSL1
ENSG00000064999,34889255,35091406,ANKS1A
ENSG00000237541,32741342,32747215,HLA-DQA2
ENSG00000232629,32756098,32763532,HLA-DQB2
ENSG00000204469,31620720,31637771,PRRC2A
ENSG00000250264,32813767,32838822,AL669918.1
ENSG00000241106,32812763,32820466,HLA-DOB
ENSG00000204267,32821833,32838770,TAP2
ENSG00000135298,68635282,69389506,ADGRB3
ENSG00000243955,52791371,52803860,GSTA1
ENSG00000231925,33299694,33314387,TAPBP
ENSG00000112782,45880827,46080348,CLIC5
ENSG00000137404,30688047,30691420,NRM
ENSG00000168830,86937528,87016679,HTR1E
ENSG00000120278,150599883,150843665,PLEKHG1
ENSG00000112053,35943514,36024868,SLC26A8
ENSG00000029363,136256627,136289851,BCLAF1
ENSG00000118407,75291859,75493800,FILIP1
ENSG00000135346,87085498,87095406,CGA
ENSG00000118515,134169246,134318112,SGK1
ENSG00000130023,169751622,169781600,ERMARD
ENSG00000182793,52831655,52846095,GSTA5
ENSG00000001561,46129989,46146688,ENPP4
ENSG00000196569,128883141,129516569,LAMA2
ENSG00000188994,87152833,87265943,ZNF292
ENSG00000153989,117675469,117710727,NUS1
ENSG00000236104,33314406,33317942,ZBTB22
ENSG00000285064,33321386,33329286,SMIM40
ENSG00000286920,33323625,33329269,AL662820.1
ENSG00000204209,33318558,33323016,DAXX
ENSG00000196376,117907264,118317676,SLC35F1
ENSG00000137393,18387350,18468874,RNF144B
ENSG00000204264,32840717,32844679,PSMB8
ENSG00000146267,99271168,99350062,FAXC
